country,year,decade,renewables_pct,fossil_pct,gdp_per_capita,log_gdp_per_capita,energy_consumption
Cyprus,2004,2000,0.007,99.993,21589.972317818985,9.979984241331977,31.228
Cyprus,2005,2000,0.007,99.993,22203.402422029114,10.008000818370475,34.993
Cyprus,2006,2000,0.012,99.988,23014.847181968544,10.04389481629745,34.412
Cyprus,2007,2000,0.058,99.942,23933.11924842015,10.083018521276117,34.987
Cyprus,2008,2000,0.588,99.412,24668.100682016702,10.113266217585814,35.855
Cyprus,2009,2000,0.773,99.227,24051.526877698023,10.087953761156824,35.004
Cyprus,2010,2010,1.095,98.905,24193.05543053627,10.093820905281929,34.056
Cyprus,2011,2010,2.0,98.0,24097.747885944354,10.08987366639614,33.725
Cyprus,2012,2010,2.771,97.229,22889.46487009215,10.038432034346211,31.605
Cyprus,2013,2010,3.68,96.32,21047.604446832036,9.954542029633622,28.278
Cyprus,2014,2010,3.369,96.631,20365.666823097905,9.921605763130932,28.294
Cyprus,2015,2010,3.967,96.033,20756.39367152547,9.940609606945147,29.184
Cyprus,2016,2010,3.794,96.206,21805.86025620921,9.989934031743967,31.737
Cyprus,2017,2010,3.751,96.249,22740.713505183077,10.031912143469418,32.596
Cyprus,2018,2010,3.984,96.016,23713.696808874807,10.073808084614313,32.462
Cyprus,2019,2010,4.432,95.568,24715.173243468213,10.115172635365216,32.493
Cyprus,2020,2020,6.388,93.612,23351.73228412363,10.058426448102168,28.281
Cyprus,2021,2020,7.388,92.612,24617.327832227926,10.111205857382783,29.842
Cyprus,2022,2020,7.765,92.235,25729.027654096215,10.15537511420401,31.674
Czechia,1970,1970,0.902,99.098,8742.620298139433,9.07596522899607,526.872
Czechia,1971,1970,0.606,99.394,9178.83677039389,9.12465576212099,553.701
Czechia,1972,1970,0.631,99.369,9629.99098535606,9.172637568691636,556.845
Czechia,1973,1970,0.536,99.464,10031.93701074901,9.213528984020156,560.165
Czechia,1974,1970,0.893,99.107,10454.290557749136,9.254767752817093,566.171
Czechia,1975,1970,0.856,99.144,10966.265283870547,9.302579047160583,589.3
Czechia,1976,1970,0.663,99.337,11330.681369880196,9.335269490773396,605.729
Czechia,1977,1970,0.874,99.126,11648.381250499415,9.362922500884629,625.648
Czechia,1978,1970,0.802,99.198,12069.34741003924,9.398424245524616,634.403
Czechia,1979,1970,0.994,99.006,12180.045793670484,9.407554300999882,641.109
Czechia,1980,1980,1.074,98.926,12351.993053314498,9.42157270987082,620.836
Czechia,1981,1980,0.93,99.07,12316.029796245071,9.418656928353341,616.225
Czechia,1982,1980,0.762,99.238,12114.523767148014,9.40216032312166,609.005
Czechia,1983,1980,0.754,99.155,12305.704915302389,9.417818248084153,609.977
Czechia,1984,1980,0.572,98.881,12579.598542423506,9.43983161737825,630.302
Czechia,1985,1980,0.736,98.209,12861.263510707908,9.46197524418673,631.51
Czechia,1986,1980,0.817,96.505,13216.72054702207,9.489238015084336,638.553
Czechia,1987,1980,1.05,94.392,13524.72193500373,9.512274544169047,653.255
Czechia,1988,1980,0.89,94.099,13802.1530636999,9.532579878084269,656.114
Czechia,1989,1980,0.719,93.849,14038.887569186838,9.549586441476805,636.0
Czechia,1990,1990,0.591,93.004,14188.355747516329,9.560176889410318,546.744
Czechia,1991,1990,0.609,92.606,12664.41614316963,9.44655146134705,497.639
Czechia,1992,1990,0.812,92.128,12751.252520521555,9.453384782665294,482.979
Czechia,1993,1990,0.91,91.751,12920.323523478344,9.466556817539985,478.929
Czechia,1994,1990,1.104,91.151,13466.166994241225,9.507935670204718,466.515
Czechia,1995,1990,1.445,91.552,14501.650234032235,9.582017731176487,486.214
Czechia,1996,1990,1.323,91.564,15335.855358221625,9.637948853161808,502.922
Czechia,1997,1990,1.379,91.409,15450.11165267792,9.645371509010324,482.32
Czechia,1998,1990,1.31,90.855,15621.779854229195,9.656421364035946,468.271
Czechia,1999,1990,1.629,90.086,16068.854129661504,9.684638151252184,448.987
Czechia,2000,2000,1.525,90.5,17027.720864187268,9.74259793405982,474.504
Czechia,2001,2000,1.618,89.964,17763.3121188529,9.784890492337125,485.272
Czechia,2002,2000,1.884,87.534,18267.04058470191,9.812853654023924,486.757
Czechia,2003,2000,1.173,85.079,19155.994277828846,9.860370962748155,514.55
Czechia,2004,2000,1.538,84.899,20340.774718843422,9.920382757315918,527.825
Czechia,2005,2000,1.695,85.465,21916.261988656785,9.994984196805545,519.632
Czechia,2006,2000,1.902,84.895,23677.967532727158,10.072300254770674,529.455
Czechia,2007,2000,1.887,84.775,25216.16081825665,10.135240370264832,523.705
Czechia,2008,2000,2.311,83.995,26180.549787932472,10.172772039546386,513.619
Czechia,2009,2000,3.141,82.306,25133.871470115348,10.13197167637652,492.811
Czechia,2010,2010,3.759,81.984,25920.401478206066,10.162785639474576,513.649
Czechia,2011,2010,4.745,80.584,26590.685723454262,10.188316272676795,501.976
Czechia,2012,2010,5.199,79.069,26352.24249955198,10.179308654695662,499.438
Czechia,2013,2010,6.019,77.845,26330.56259221148,10.17848561922796,490.221
Czechia,2014,2010,6.231,77.599,26910.671944390644,10.20027821347203,479.937
Czechia,2015,2010,6.44,79.048,28341.33464567827,10.252076606196411,470.716
Czechia,2016,2010,6.502,80.388,29039.661588940922,10.276417815597448,464.374
Czechia,2017,2010,6.312,79.169,30513.41575632251,10.325921726748104,490.582
Czechia,2018,2010,6.179,78.52,31473.31159688742,10.356895214801368,489.024
Czechia,2019,2010,6.744,77.499,32408.67093632211,10.3861812874676,477.905
Czechia,2020,2020,7.539,75.598,30639.002945461616,10.330029082380594,442.568
Czechia,2021,2020,7.275,76.404,31786.109385972402,10.366784661576345,466.406
Czechia,2022,2020,7.496,75.422,32133.41223685532,10.377651647431309,448.738
Denmark,1965,1960,0.042,99.958,17456.29648672564,9.767455692731868,166.208
Denmark,1966,1960,0.038,99.962,17790.116169873294,9.786398310704513,189.059
Denmark,1967,1960,0.037,99.963,18243.48544813755,9.811563333538741,190.123
Denmark,1968,1960,0.029,99.971,18877.691546684026,9.845736162450843,198.667
Denmark,1969,1960,0.027,99.973,19969.463655694697,9.901959568547674,228.047
Denmark,1970,1970,0.027,99.973,20221.339853072044,9.914493754131444,242.989
Denmark,1971,1970,0.029,99.971,20617.25745587806,9.933883744645495,229.635
Denmark,1972,1970,0.028,99.972,21579.117550814182,9.979481345984096,242.342
Denmark,1973,1970,0.028,99.972,22228.424218974804,10.009127119109491,234.47
Denmark,1974,1970,0.031,99.969,21917.513758515026,9.99504131120362,213.314
Denmark,1975,1970,0.028,99.972,21709.67382518744,9.985513238585703,210.239
Denmark,1976,1970,0.023,99.977,23058.059928012186,10.045770658801239,231.443
Denmark,1977,1970,0.031,99.969,23359.301965522343,10.058750554882785,236.189
Denmark,1978,1970,0.035,99.965,23631.565125645015,10.07033860267416,239.619
Denmark,1979,1970,0.041,99.959,24408.703309176602,10.10269504068051,239.139
Denmark,1980,1980,0.053,99.947,24271.75295071577,10.097068523171146,232.961
Denmark,1981,1980,0.061,99.939,24062.735848445063,10.088419692475927,209.247
Denmark,1982,1980,0.068,99.932,24806.578585501036,10.118864162520786,199.994
Denmark,1983,1980,0.143,99.857,25449.14846822778,10.144437562410172,190.114
Denmark,1984,1980,0.144,99.856,26579.898352664633,10.187910508056186,193.293
Denmark,1985,1980,0.155,99.845,27708.986279297238,10.229512053979514,217.816
Denmark,1986,1980,0.264,99.736,28680.121649011824,10.263959536301906,222.643
Denmark,1987,1980,0.352,99.648,28727.383239642266,10.265606066712852,214.641
Denmark,1988,1980,0.542,99.458,29048.2418048015,10.276713237377946,212.306
Denmark,1989,1980,0.842,99.158,29107.295502362587,10.278744126286993,195.815
Denmark,1990,1990,1.204,98.796,29411.600108266368,10.28914443701351,201.961
Denmark,1991,1990,1.391,98.609,29919.01064984772,10.30624936502592,232.854
Denmark,1992,1990,1.949,98.051,30577.05029187612,10.328005016095362,218.137
Denmark,1993,1990,2.261,97.739,30657.34599677218,10.330627586277634,231.304
Denmark,1994,1990,2.034,97.966,32364.158766644618,10.384806878571506,248.056
Denmark,1995,1990,2.209,97.791,33340.88324278609,10.414539647939064,243.62
Denmark,1996,1990,2.093,97.907,34324.84778202688,10.44362479601678,289.889
Denmark,1997,1990,3.228,96.772,35505.369532611,10.477439218465454,262.998
Denmark,1998,1990,4.456,95.544,36359.290342692286,10.501205030573232,253.691
Denmark,1999,1990,5.143,94.857,37524.66838713266,10.532753819344231,246.049
Denmark,2000,2000,6.759,93.241,39016.28857367109,10.57173449365306,236.519
Denmark,2001,2000,7.065,92.935,39419.72175654178,10.582021522248056,237.217
Denmark,2002,2000,8.197,91.803,39717.00130804374,10.589534619539869,236.755
Denmark,2003,2000,9.054,90.946,39985.95563794969,10.596283562391601,255.233
Denmark,2004,2000,11.24,88.76,41174.0367084003,10.62556315971207,241.652
Denmark,2005,2000,11.955,88.045,42268.2144111596,10.651790650207268,233.617
Denmark,2006,2000,10.242,89.758,44030.21907741256,10.692631474377043,255.481
Denmark,2007,2000,11.953,88.047,44476.62906959201,10.702719140746678,243.401
Denmark,2008,2000,12.095,87.905,44248.47650972139,10.69757622068454,234.872
Denmark,2009,2000,12.844,87.156,42096.7316225522,10.647725382988229,220.807
Denmark,2010,2010,14.973,85.027,42933.673634632425,10.667411730225362,235.977
Denmark,2011,2010,18.525,81.475,43576.42191781216,10.682271501360407,220.975
Denmark,2012,2010,21.232,78.768,43510.617309896385,10.680760263384625,205.243
Denmark,2013,2010,21.856,78.144,43733.537171170436,10.685870527739308,211.702
Denmark,2014,2010,25.305,74.695,44217.6290490707,10.696878835811406,203.564
Denmark,2015,2010,27.025,72.975,44935.76145125937,10.712989225564996,198.975
Denmark,2016,2010,26.005,73.995,46033.959784895625,10.737134659287559,201.601
Denmark,2017,2010,30.501,69.499,47029.39983060326,10.758528213441618,202.984
Denmark,2018,2010,29.38,70.62,47727.80198708142,10.77326935796704,200.117
Denmark,2019,2010,30.183,69.817,48267.37799852028,10.78451120769545,216.802
Denmark,2020,2020,34.672,65.328,47167.454620049044,10.761459412983202,192.166
Denmark,2021,2020,38.81,61.19,49244.58530242075,10.804554697457993,191.85
Denmark,2022,2020,40.792,59.208,50725.73838388955,10.834188721195058,194.229
Ecuador,1965,1960,8.031,91.969,3946.4315958265147,8.280567056127726,8.657
Ecuador,1966,1960,8.737,91.263,3931.500502310776,8.276776439197244,9.112
Ecuador,1967,1960,8.897,91.103,4017.5767172494166,8.298434193197714,9.86
Ecuador,1968,1960,7.866,92.134,4114.929620636162,8.322377009838826,11.642
Ecuador,1969,1960,8.218,91.782,4213.068888180781,8.34594661318186,12.369
Ecuador,1970,1970,7.653,92.347,4375.753978788029,8.383834121951919,14.773
Ecuador,1971,1970,7.567,92.433,4493.955321057101,8.410488510785996,16.231
Ecuador,1972,1970,7.323,92.677,4631.58793161016,8.440655054071488,16.959
Ecuador,1973,1970,6.685,93.315,5059.093574327778,8.528942610726485,18.152
Ecuador,1974,1970,6.583,93.417,5202.940845443372,8.55697929190862,21.188
Ecuador,1975,1970,8.172,91.828,5323.00797568731,8.579793831516048,21.458
Ecuador,1976,1970,7.146,92.854,5677.731939581853,8.644307125559518,23.625
Ecuador,1977,1970,5.537,94.463,5872.934288503548,8.678109666715425,28.093
Ecuador,1978,1970,7.514,92.486,6112.6161634637065,8.718110137850191,29.384
Ecuador,1979,1970,6.463,93.537,6272.280843908525,8.74389533843665,30.598
Ecuador,1980,1980,6.265,93.735,6384.212332727806,8.761583398715606,38.818
Ecuador,1981,1980,5.042,94.958,6468.666674496325,8.774725288127533,43.055
Ecuador,1982,1980,5.273,94.727,6371.078376355894,8.759524024090087,47.312
Ecuador,1983,1980,10.386,89.614,6077.369746858296,8.712327273934003,46.339
Ecuador,1984,1980,17.612,82.388,6162.180758151462,8.726186013057994,51.571
Ecuador,1985,1980,15.085,84.915,6260.63079133495,8.742036224406624,60.968
Ecuador,1986,1980,17.637,82.363,6286.464891312056,8.746154171242656,63.906
Ecuador,1987,1980,19.516,80.484,5751.912182888533,8.657287632053553,65.865
Ecuador,1988,1980,17.825,82.175,6219.403955965974,8.735429354126406,76.071
Ecuador,1989,1980,17.743,82.257,6089.64818076484,8.71434558904584,78.448
Ecuador,1990,1990,17.296,82.704,6128.5564914470315,8.7207145185648,80.982
Ecuador,1991,1990,15.927,84.073,6347.5228388048745,8.755819911651113,89.439
Ecuador,1992,1990,15.684,84.316,6484.263958116501,8.777133591175106,88.979
Ecuador,1993,1990,17.698,82.302,6527.029418565048,8.783707205835883,92.231
Ecuador,1994,1990,18.394,81.606,6720.609081077298,8.812934066474979,100.323
Ecuador,1995,1990,15.267,84.733,6789.345460285255,8.823109818304612,94.818
Ecuador,1996,1990,16.502,83.498,6825.1981563894,8.828376653534894,107.914
Ecuador,1997,1990,15.246,84.754,7038.65090474884,8.859171797939991,120.221
Ecuador,1998,1990,15.101,84.899,7187.547390098005,8.88010527848881,120.844
Ecuador,1999,1990,18.299,81.701,6773.002973105174,8.820699838179102,110.231
Ecuador,2000,2000,20.573,79.427,6775.745230969765,8.821104636889764,104.129
Ecuador,2001,2000,18.737,81.263,6975.644431115314,8.85017999397948,105.483
Ecuador,2002,2000,20.06,79.94,7185.34850587279,8.879799301981599,104.109
Ecuador,2003,2000,18.572,81.428,7301.848857758543,8.895882863255611,106.607
Ecuador,2004,2000,17.818,82.182,7818.032672555057,8.964188225489096,114.056
Ecuador,2005,2000,15.75,84.25,8146.534041707731,9.005347844825463,120.725
Ecuador,2006,2000,15.435,84.565,8418.324382595145,9.03816608298998,127.686
Ecuador,2007,2000,18.628,81.372,8515.467367675259,9.049639479162483,134.253
Ecuador,2008,2000,21.549,78.451,8964.182541084681,9.100992198511413,143.285
Ecuador,2009,2000,18.011,81.989,8924.23119332576,9.096525462133672,139.805
Ecuador,2010,2010,15.137,84.863,9147.447226604076,9.121230127716192,155.194
Ecuador,2011,2010,18.275,81.725,9773.783424392897,9.187458919245424,164.644
Ecuador,2012,2010,18.909,81.091,10162.13360101129,9.226423699185075,173.933
Ecuador,2013,2010,16.519,83.481,10506.345108904006,9.259734649718355,179.509
Ecuador,2014,2010,16.451,83.549,10749.386359085276,9.282603949050731,188.563
Ecuador,2015,2010,18.756,81.244,10607.155678246016,9.269284116332432,188.046
Ecuador,2016,2010,22.601,77.399,10325.454390698365,9.24236742564522,187.404
Ecuador,2017,2010,27.196,72.804,10409.532798771324,9.250477280560697,195.11
Ecuador,2018,2010,26.236,73.764,10364.354510813253,9.246127747080514,206.38
Ecuador,2019,2010,30.382,69.618,10191.955553157763,9.229354016848527,211.333
Ecuador,2020,2020,34.624,65.376,9287.845486547463,9.136461887424048,182.862
Ecuador,2021,2020,31.038,68.962,9606.507911910869,9.170196055271154,212.597
Ecuador,2022,2020,28.426,71.574,9819.89826626047,9.192166041443572,222.718
Egypt,1965,1960,5.267,94.733,1911.014547045898,7.555389556480216,91.675
Egypt,1966,1960,5.274,94.726,1874.5814727841903,7.536140698973345,96.463
Egypt,1967,1960,6.643,93.357,1805.6379114959743,7.498669221902292,82.585
Egypt,1968,1960,9.41,90.59,1790.4335012246986,7.490213048969229,89.118
Egypt,1969,1960,15.256,84.744,1866.1448914942523,7.531630026567666,73.375
Egypt,1970,1970,14.378,85.622,1938.3808931321896,7.569608312423292,91.432
Egypt,1971,1970,15.061,84.939,1972.8932369402064,7.587256392516036,93.99
Egypt,1972,1970,13.872,86.128,1965.0874840971014,7.5832920444813325,104.29
Egypt,1973,1970,14.659,85.341,1972.8318528758145,7.587225278303565,98.573
Egypt,1974,1970,15.315,84.685,2002.072863504439,7.601938354569733,112.037
Egypt,1975,1970,15.331,84.669,2152.9700484055106,7.674603585704898,124.288
Egypt,1976,1970,15.104,84.896,2427.5747056995656,7.794647974439451,148.624
Egypt,1977,1970,15.725,84.275,2681.1570827299834,7.894003727616168,161.271
Egypt,1978,1970,16.363,83.637,2816.477189111093,7.943242159282299,170.354
Egypt,1979,1970,14.476,85.524,2963.8670843897758,7.994250142087198,186.082
Egypt,1980,1980,12.972,87.028,3199.233658031837,8.070666578242406,211.662
Egypt,1981,1980,11.857,88.143,3239.2890096060387,8.083109143225952,241.095
Egypt,1982,1980,10.91,89.09,3487.5886672858755,8.15696585011779,268.999
Egypt,1983,1980,9.433,90.567,3647.2987313273497,8.20174209897793,290.812
Egypt,1984,1980,8.482,91.518,3756.062973883501,8.231126606397266,317.112
Egypt,1985,1980,7.766,92.234,3886.0044729302513,8.265136780973844,328.849
Egypt,1986,1980,7.446,92.554,3874.9704273407942,8.262293310104338,336.317
Egypt,1987,1980,7.018,92.982,3864.518116669172,8.259592274508293,356.63
Egypt,1988,1980,6.807,93.193,3915.988066901888,8.27282295637862,361.877
Egypt,1989,1980,6.939,93.061,3926.3319978167765,8.27546093514717,381.468
Egypt,1990,1990,7.097,92.903,3903.9911264049933,8.26975467458086,391.323
Egypt,1991,1990,6.979,93.021,4020.1123627061525,8.299065132144376,396.433
Egypt,1992,1990,6.965,93.035,4134.4875893091785,8.327118679418492,392.626
Egypt,1993,1990,7.168,92.832,4291.217846533363,8.364325851946479,392.913
Egypt,1994,1990,7.245,92.755,4452.254156794315,8.401165798994697,413.228
Egypt,1995,1990,7.134,92.866,4660.578911160303,8.446894949266527,437.821
Egypt,1996,1990,6.947,93.053,4903.453144590447,8.4976949592836,461.277
Egypt,1997,1990,6.835,93.165,5180.392564865151,8.552636117105013,480.5
Egypt,1998,1990,6.75,93.25,5440.856153049233,8.601691708542113,500.307
Egypt,1999,1990,6.992,93.008,5731.686327543762,8.65376506441228,536.889
Egypt,2000,2000,6.998,93.002,6078.684938445639,8.712543658546695,568.533
Egypt,2001,2000,6.824,93.176,6371.9495823791,8.759660758628753,593.314
Egypt,2002,2000,6.405,93.595,6583.393847687684,8.792305673672736,610.244
Egypt,2003,2000,5.599,94.401,6791.603979114735,8.82344241932936,645.992
Egypt,2004,2000,5.317,94.683,7066.129957669372,8.863068219721283,682.054
Egypt,2005,2000,5.073,94.927,7401.848377576349,8.909485028755803,699.417
Egypt,2006,2000,4.876,95.124,7864.578815007965,8.970124262247618,736.644
Egypt,2007,2000,5.061,94.939,8465.760555171528,9.043785137568625,784.579
Egypt,2008,2000,5.101,94.899,9029.35516757969,9.108236233847892,831.838
Egypt,2009,2000,4.525,95.475,9501.708413699927,9.159226894441657,861.671
Egypt,2010,2010,4.198,95.802,10076.132143205452,9.217924752035715,895.112
Egypt,2011,2010,4.063,95.937,10133.074715511277,9.223560076904926,941.574
Egypt,2012,2010,3.92,96.08,10200.484185431673,9.230190467305706,979.905
Egypt,2013,2010,3.909,96.091,10327.493048087552,9.24256484612497,973.269
Egypt,2014,2010,3.913,96.087,10619.666996391983,9.27046293803237,961.972
Egypt,2015,2010,4.062,95.938,10839.763706144986,9.290976476429941,976.108
Egypt,2016,2010,3.87,96.13,11034.31748905891,9.308765467123234,1030.261
Egypt,2017,2010,3.627,96.373,11167.835517985714,9.320793096919637,1070.745
Egypt,2018,2010,3.832,96.168,11550.317722637436,9.354468224025046,1071.346
Egypt,2019,2010,4.638,95.362,11987.127831791533,9.391588672352418,1048.579
Egypt,2020,2020,5.968,94.032,11963.378592602352,9.389605478631811,986.905
Egypt,2021,2020,5.908,94.092,12626.383064142728,9.443543797778505,1061.291
Egypt,2022,2020,5.687,94.313,12967.94546603334,9.47023585813472,1110.143
Estonia,1985,1980,0.0,100.0,16681.361117721914,9.722047274365384,118.453
Estonia,1986,1980,0.0,100.0,17025.01749420745,9.742439158577094,117.883
Estonia,1987,1980,0.0,100.0,17061.44749938278,9.744576665006857,119.666
Estonia,1988,1980,0.0,100.0,17775.251130619505,9.785562382876533,117.633
Estonia,1989,1980,0.0,100.0,18818.964033962962,9.842620365607438,121.225
Estonia,1990,1990,0.0,100.0,17236.159828415937,9.754764771634017,127.585
Estonia,1991,1990,0.0,100.0,15293.464333260934,9.635180848357665,116.75
Estonia,1992,1990,0.0,100.0,13115.773762607014,9.48157088885321,81.29
Estonia,1993,1990,0.0,100.0,12102.392763224369,9.401158461061879,67.562
Estonia,1994,1990,0.0,100.0,12003.188368222613,9.392927590830732,68.539
Estonia,1995,1990,0.03,99.97,12825.737539355743,9.45920917632742,62.165
Estonia,1996,1990,0.024,99.976,13443.550459169626,9.506254750259275,66.012
Estonia,1997,1990,0.038,99.962,14894.131425106261,9.60872255026189,65.028
Estonia,1998,1990,0.064,99.936,15376.037918631298,9.640565597299078,58.334
Estonia,1999,1990,0.096,99.904,15052.152620659486,9.61927629122208,53.738
Estonia,2000,2000,0.335,99.665,16840.167575399017,9.731522238780002,55.496
Estonia,2001,2000,0.154,99.846,17734.803303476365,9.783284276279366,57.846
Estonia,2002,2000,0.18,99.82,18623.40583121532,9.832174446629592,57.607
Estonia,2003,2000,0.211,99.789,19812.717058552764,9.894079286196357,62.816
Estonia,2004,2000,0.278,99.722,20836.093584563383,9.944442030339127,64.106
Estonia,2005,2000,0.477,99.523,22561.140504425963,10.02398425860837,64.464
Estonia,2006,2000,0.583,99.417,24621.42644026773,10.111372336332538,63.68
Estonia,2007,2000,0.568,99.432,26191.75450601137,10.173199926705482,73.746
Estonia,2008,2000,0.871,99.129,24426.31843841571,10.103416454509057,67.856
Estonia,2009,2000,2.722,97.278,20533.462382205544,9.929811145681425,58.727
Estonia,2010,2010,4.38,95.62,20719.49249615081,9.938830202644436,73.147
Estonia,2011,2010,4.847,95.153,22011.483694022598,9.99931958224504,72.963
Estonia,2012,2010,6.0,94.0,22803.680657636574,10.034677234266214,73.488
Estonia,2013,2010,4.703,95.297,23218.724818653634,10.052714336373224,77.463
Estonia,2014,2010,5.622,94.378,23980.875418518826,10.085011934108616,74.161
Estonia,2015,2010,6.658,93.342,24423.021386298286,10.103281465903919,68.626
Estonia,2016,2010,6.508,93.492,25169.34588668921,10.133382099976386,70.763
Estonia,2017,2010,6.9,93.1,26595.248105022656,10.188487836142967,78.484
Estonia,2018,2010,7.798,92.202,27506.81498246559,10.222189070497171,77.879
Estonia,2019,2010,10.376,89.624,28431.225175645264,10.255243298181693,62.761
Estonia,2020,2020,15.352,84.648,28213.866811814918,10.2475688669816,58.733
Estonia,2021,2020,14.297,85.703,30427.245006945748,10.323093703365087,61.444
Estonia,2022,2020,13.241,86.759,29627.48241269305,10.296457669448152,63.306
Finland,1965,1960,22.846,77.154,12224.880124448146,9.411228508523884,115.404
Finland,1966,1960,22.266,77.734,12469.429750345196,9.431035307904725,131.365
Finland,1967,1960,23.723,76.277,12664.531133307082,9.446560541087807,138.252
Finland,1968,1960,19.666,80.334,12897.539061865187,9.464791801752728,150.031
Finland,1969,1960,14.871,85.129,14150.088513982124,9.557476158456916,164.92
Finland,1970,1970,14.698,85.302,15265.997112872174,9.633383223236963,181.709
Finland,1971,1970,16.066,83.934,15564.962956201412,9.65277770293079,186.581
Finland,1972,1970,14.797,85.203,16654.392076771273,9.72042924901722,196.711
Finland,1973,1970,13.676,86.324,17669.65154163958,9.779603844781976,216.779
Finland,1974,1970,17.157,82.843,18109.80391018526,9.804208723109577,207.939
Finland,1975,1970,16.222,83.778,18238.03342374254,9.811264441134904,211.251
Finland,1976,1970,11.846,88.154,18105.241567167654,9.803956764677295,224.04
Finland,1977,1970,14.424,82.448,18101.225574280572,9.80373492624783,236.942
Finland,1978,1970,11.157,85.153,18426.104326946243,9.821523651595008,245.921
Finland,1979,1970,11.46,81.483,19658.043579545705,9.886241876010153,265.846
Finland,1980,1980,10.815,81.803,20640.765061960206,9.935023285863974,264.663
Finland,1981,1980,14.372,70.3,20935.501004094087,9.949201609578122,267.23
Finland,1982,1980,13.954,68.286,21495.21867565079,9.975585802205027,263.894
Finland,1983,1980,14.629,66.417,21943.982417694668,9.996248231381914,261.366
Finland,1984,1980,13.688,66.954,22485.820759318183,10.020640201065543,272.34
Finland,1985,1980,12.132,69.251,23145.739167959608,10.04956598935462,285.741
Finland,1986,1980,12.047,69.531,23616.822741435175,10.069714565099389,289.027
Finland,1987,1980,12.746,69.23,24516.375250924677,10.107096550856758,304.3
Finland,1988,1980,12.424,69.521,25644.019764368826,10.152065675827831,302.309
Finland,1989,1980,12.059,70.396,27000.66050145784,10.203616607704209,303.614
Finland,1990,1990,14.47,68.839,26883.219086403176,10.199257545145397,323.249
Finland,1991,1990,15.994,67.427,25174.099995233242,10.133570967006635,330.758
Finland,1992,1990,17.648,65.915,24219.206335200593,10.094901247585883,329.675
Finland,1993,1990,17.067,66.082,23942.969938976756,10.083430029018825,332.511
Finland,1994,1990,15.338,69.035,24797.056245374333,10.118480225324404,349.031
Finland,1995,1990,17.208,66.559,25761.17652531295,10.156623851741827,332.74
Finland,1996,1990,14.945,69.318,26636.823202461015,10.19004986838671,347.479
Finland,1997,1990,16.853,66.489,28239.342490078165,10.248471408406884,352.381
Finland,1998,1990,19.755,63.365,29715.25406802502,10.299415797924903,364.244
Finland,1999,1990,17.504,64.413,30986.971366074562,10.341322116611792,357.149
Finland,2000,2000,19.163,63.226,32689.977816145714,10.39482382110517,359.11
Finland,2001,2000,17.238,65.418,33482.065523701945,10.41876521695673,366.894
Finland,2002,2000,15.842,67.417,33987.08980688189,10.433736019927311,368.768
Finland,2003,2000,14.248,69.923,34607.695309457704,10.451831344104665,394.928
Finland,2004,2000,18.999,65.163,35889.18290055731,10.488191217110609,393.254
Finland,2005,2000,19.045,63.238,36787.62163200776,10.512916698876943,357.548
Finland,2006,2000,17.117,66.744,38161.297885895234,10.549577136668724,383.512
Finland,2007,2000,18.351,65.162,39998.636734632135,10.596600650881085,382.192
Finland,2008,2000,21.795,61.54,40130.03885211275,10.599880431416805,368.496
Finland,2009,2000,18.615,63.074,36663.13639031897,10.509527071207174,341.288
Finland,2010,2010,19.122,64.696,37615.6966233958,10.535176705652576,371.291
Finland,2011,2010,20.478,62.145,38432.67101923524,10.556663184636614,349.923
Finland,2012,2010,24.392,57.955,37715.37246586521,10.537823048040774,340.459
Finland,2013,2010,22.15,59.954,37202.958381572396,10.524143563485538,341.801
Finland,2014,2010,24.195,57.363,36913.62384252775,10.516335971712044,329.823
Finland,2015,2010,27.515,54.312,36992.17181063481,10.518461596556158,328.893
Finland,2016,2010,25.935,56.339,37923.20054670503,10.54331835541024,334.083
Finland,2017,2010,27.99,54.561,39042.00049397302,10.572393281375389,327.216
Finland,2018,2010,27.99,54.764,39434.480515362426,10.582395852558115,333.841
Finland,2019,2010,28.591,53.049,39873.90448107612,10.59347736588092,326.992
Finland,2020,2020,32.588,48.75,38879.53410598494,10.568223275631823,313.95
Finland,2021,2020,35.036,46.498,39981.179953904204,10.59616412122328,320.577
Finland,2022,2020,34.897,45.3,40607.409810209545,10.61170583657796,320.232
France,1965,1960,9.728,90.086,14917.27069156381,9.610274927504255,1347.172
France,1966,1960,10.697,89.02,15543.753721054156,9.651414146943992,1376.653
France,1967,1960,8.802,90.802,16134.468996583291,9.688713193909392,1461.883
France,1968,1960,9.348,90.092,16721.06825816964,9.724424775636601,1538.555
France,1969,1960,8.942,90.463,17736.11595998832,9.783358289388685,1691.664
France,1970,1970,8.881,90.248,18582.47587515425,9.82997425834241,1831.613
France,1971,1970,7.426,91.2,19300.2458656392,9.867873113964125,1895.402
France,1972,1970,6.99,90.992,19983.520098426332,9.902663217786897,2017.984
France,1973,1970,6.294,91.829,20899.80184888639,9.947494956993431,2191.666
France,1974,1970,7.528,90.563,21373.847285113894,9.969923364168977,2151.38
France,1975,1970,8.476,89.018,21126.26114001802,9.958272149379228,2034.122
France,1976,1970,6.485,91.472,21951.326513733613,9.99658285010479,2154.3
France,1977,1970,9.91,87.807,22669.283812719757,10.028766151150744,2197.623
France,1978,1970,8.583,87.681,23196.030265432306,10.051736433764937,2278.278
France,1979,1970,8.123,87.109,23836.808247226872,10.078986229969063,2342.682
